COMP	Juice	Well	Day	ABV	DomSP	DomSP_Percent	DF	CR_Count	HU_Count	MP_Count	SC_Count	TD_Count	Total	CR	HU	MP	SC	TD
10	GEW	D2	3	0	MP	96	4	0	0	98	13	0	111	0	0	0.882882883	0.117117117	0
10	GEW	E2	3	0	SC	96	4	0	760	1	208	0	969	0	0.784313725	0.001031992	0.214654283	0
10	GEW	F2	3	0	TD	96	4	0	320	0	7	440	767	0	0.417209909	0	0.009126467	0.573663625
10	GEW	B3	3	0	CR	96	4	0	972	0	45	0	1017	0	0.955752212	0	0.044247788	0
10	GEW	C3	3	0	HU	96	4	0	780	0	7	0	787	0	0.991105464	0	0.008894536	0
10	GEW	D3	3	0	MP	96	4	0	0	51	0	0	51	0	0	1	0	0
10	GEW	E3	3	0	SC	96	4	0	544	0	336	0	880	0	0.618181818	0	0.381818182	0
10	GEW	F3	3	0	TD	96	4	0	43	0	10	684	737	0	0.05834464	0	0.013568521	0.928086839
10	GEW	B4	3	0	CR	96	4	0	688	0	55	0	743	0	0.925975774	0	0.074024226	0
10	GEW	C4	3	0	HU	96	4	0	1124	0	19	0	1143	0	0.983377078	0	0.016622922	0
10	GEW	D4	3	0	MP	96	4	0	0	85	38	0	123	0	0	0.691056911	0.308943089	0
10	GEW	E4	3	0	SC	96	4	0	636	0	252	0	888	0	0.716216216	0	0.283783784	0
10	GEW	F4	3	0	TD	96	4	0	36	0	22	468	526	0	0.068441065	0	0.041825095	0.88973384
10	GEW	B5	3	2	CR	96	4	1	732	0	56	0	789	0.001267427	0.927756654	0	0.070975919	0
10	GEW	C5	3	2	HU	96	4	0	428	0	0	0	428	0	1	0	0	0
10	GEW	D5	3	2	MP	96	4	0	3	15	129	5	152	0	0.019736842	0.098684211	0.848684211	0.032894737
10	GEW	E5	3	2	SC	96	4	0	196	0	180	0	376	0	0.521276596	0	0.478723404	0
10	GEW	F5	3	2	TD	96	4	0	80	0	12	292	384	0	0.208333333	0	0.03125	0.760416667
10	GEW	B6	3	2	CR	96	4	0	596	0	140	0	736	0	0.809782609	0	0.190217391	0
10	GEW	C6	3	2	HU	96	4	0	780	0	2	0	782	0	0.997442455	0	0.002557545	0
10	GEW	D6	3	2	MP	96	4	0	152	11	81	3	247	0	0.615384615	0.044534413	0.327935223	0.012145749
10	GEW	E6	3	2	SC	96	4	0	152	0	216	0	368	0	0.413043478	0	0.586956522	0
10	GEW	F6	3	2	TD	96	4	0	24	0	104	144	272	0	0.088235294	0	0.382352941	0.529411765
10	GEW	B7	3	2	CR	96	4	0	472	0	76	0	548	0	0.861313869	0	0.138686131	0
10	GEW	C7	3	2	HU	96	4	0	300	0	0	0	300	0	1	0	0	0
10	GEW	D7	3	2	MP	96	4	0	304	5	88	0	397	0	0.765743073	0.012594458	0.221662469	0
10	GEW	E7	3	2	SC	96	4	0	2	0	436	0	438	0	0.00456621	0	0.99543379	0
10	GEW	F7	3	2	TD	96	4	0	12	0	140	96	248	0	0.048387097	0	0.564516129	0.387096774
10	GEW	B8	3	5	CR	96	4	5	88	0	632	0	725	0.006896552	0.12137931	0	0.871724138	0
10	GEW	C8	3	5	HU	96	4	0	168	0	112	0	280	0	0.6	0	0.4	0
10	GEW	D8	3	5	MP	96	4	2	1	0	408	0	411	0.00486618	0.00243309	0	0.99270073	0
10	GEW	E8	3	5	SC	96	4	0	0	0	300	0	300	0	0	0	1	0
10	GEW	F8	3	5	TD	96	4	0	0	0	236	64	300	0	0	0	0.786666667	0.213333333
10	GEW	B9	3	5	CR	96	4	0	2	0	360	0	362	0	0.005524862	0	0.994475138	0
10	GEW	C9	3	5	HU	96	4	0	28	0	192	0	220	0	0.127272727	0	0.872727273	0
10	GEW	D9	3	5	MP	96	4	0	0	0	208	0	208	0	0	0	1	0
10	GEW	E9	3	5	SC	96	4	0	0	0	332	0	332	0	0	0	1	0
10	GEW	F9	3	5	TD	96	4	0	0	0	520	44	564	0	0	0	0.921985816	0.078014184
10	GEW	B10	3	5	CR	96	4	12	2	0	216	0	230	0.052173913	0.008695652	0	0.939130435	0
10	GEW	C10	3	5	HU	96	4	0	26	0	76	0	102	0	0.254901961	0	0.745098039	0
10	GEW	D10	3	5	MP	96	4	0	0	0	320	0	320	0	0	0	1	0
10	GEW	E10	3	5	SC	96	4	0	0	0	360	0	360	0	0	0	1	0
10	GEW	F10	3	5	TD	96	4	0	0	0	332	40	372	0	0	0	0.892473118	0.107526882
10	GEW	B2	5	0	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C2	5	0	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D2	5	0	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E2	5	0	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F2	5	0	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B3	5	0	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C3	5	0	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D3	5	0	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E3	5	0	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F3	5	0	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B4	5	0	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C4	5	0	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D4	5	0	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E4	5	0	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F4	5	0	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B5	5	2	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C5	5	2	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D5	5	2	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E5	5	2	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F5	5	2	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B6	5	2	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C6	5	2	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D6	5	2	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E6	5	2	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F6	5	2	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B7	5	2	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C7	5	2	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D7	5	2	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E7	5	2	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F7	5	2	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B8	5	5	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C8	5	5	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D8	5	5	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E8	5	5	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F8	5	5	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B9	5	5	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C9	5	5	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D9	5	5	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E9	5	5	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F9	5	5	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B10	5	5	CR	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	C10	5	5	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	D10	5	5	MP	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	E10	5	5	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	F10	5	5	TD	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
10	GEW	B2	7	0	CR	96	4	0	120	0	9	0	129	0	0.930232558	0	0.069767442	0
10	GEW	C2	7	0	HU	96	4	0	94	0	7	0	101	0	0.930693069	0	0.069306931	0
10	GEW	D2	7	0	MP	96	4	0	0	14	12	0	26	0	0	0.538461538	0.461538462	0
10	GEW	E2	7	0	SC	96	4	0	76	0	18	0	94	0	0.808510638	0	0.191489362	0
10	GEW	F2	7	0	TD	96	4	0	77	0	10	14	101	0	0.762376238	0	0.099009901	0.138613861
10	GEW	B3	7	0	CR	96	4	0	75	0	24	0	99	0	0.757575758	0	0.242424242	0
10	GEW	C3	7	0	HU	96	4	0	52	0	22	0	74	0	0.702702703	0	0.297297297	0
10	GEW	D3	7	0	MP	96	4	0	0	8	57	0	65	0	0	0.123076923	0.876923077	0
10	GEW	E3	7	0	SC	96	4	0	45	0	32	0	77	0	0.584415584	0	0.415584416	0
10	GEW	F3	7	0	TD	96	4	0	3	0	5	72	80	0	0.0375	0	0.0625	0.9
10	GEW	B4	7	0	CR	96	4	0	80	0	30	0	110	0	0.727272727	0	0.272727273	0
10	GEW	C4	7	0	HU	96	4	0	52	0	34	0	86	0	0.604651163	0	0.395348837	0
10	GEW	D4	7	0	MP	96	4	0	0	0	102	0	102	0	0	0	1	0
10	GEW	E4	7	0	SC	96	4	0	37	0	30	0	67	0	0.552238806	0	0.447761194	0
10	GEW	F4	7	0	TD	96	4	0	45	0	37	8	90	0	0.5	0	0.411111111	0.088888889
10	GEW	B5	7	2	CR	96	4	0	65	0	22	0	87	0	0.747126437	0	0.252873563	0
10	GEW	C5	7	2	HU	96	4	0	53	0	36	0	89	0	0.595505618	0	0.404494382	0
10	GEW	D5	7	2	MP	96	4	0	31	0	65	0	96	0	0.322916667	0	0.677083333	0
10	GEW	E5	7	2	SC	96	4	0	36	0	30	0	66	0	0.545454545	0	0.454545455	0
10	GEW	F5	7	2	TD	96	4	0	32	0	25	3	60	0	0.533333333	0	0.416666667	0.05
10	GEW	B6	7	2	CR	96	4	0	44	0	36	0	80	0	0.55	0	0.45	0
10	GEW	C6	7	2	HU	96	4	0	65	0	16	0	81	0	0.802469136	0	0.197530864	0
10	GEW	D6	7	2	MP	96	4	0	34	0	22	0	56	0	0.607142857	0	0.392857143	0
10	GEW	E6	7	2	SC	96	4	0	33	0	34	0	67	0	0.492537313	0	0.507462687	0
10	GEW	F6	7	2	TD	96	4	0	49	0	29	0	78	0	0.628205128	0	0.371794872	0
10	GEW	B7	7	2	CR	96	4	0	44	0	16	0	60	0	0.733333333	0	0.266666667	0
10	GEW	C7	7	2	HU	96	4	0	28	0	16	0	44	0	0.636363636	0	0.363636364	0
10	GEW	D7	7	2	MP	96	4	0	19	0	33	0	52	0	0.365384615	0	0.634615385	0
10	GEW	E7	7	2	SC	96	4	0	11	0	54	0	65	0	0.169230769	0	0.830769231	0
10	GEW	F7	7	2	TD	96	4	0	47	0	25	0	72	0	0.652777778	0	0.347222222	0
10	GEW	B8	7	5	CR	96	4	0	48	0	33	0	81	0	0.592592593	0	0.407407407	0
10	GEW	C8	7	5	HU	96	4	0	20	0	31	0	51	0	0.392156863	0	0.607843137	0
10	GEW	D8	7	5	MP	96	4	0	3	0	52	0	55	0	0.054545455	0	0.945454545	0
10	GEW	E8	7	5	SC	96	4	0	0	0	83	0	83	0	0	0	1	0
10	GEW	F8	7	5	TD	96	4	0	35	0	25	0	60	0	0.583333333	0	0.416666667	0
10	GEW	B9	7	5	CR	96	4	0	20	0	44	0	64	0	0.3125	0	0.6875	0
10	GEW	C9	7	5	HU	96	4	0	23	0	20	0	43	0	0.534883721	0	0.465116279	0
10	GEW	D9	7	5	MP	96	4	0	0	0	91	0	91	0	0	0	1	0
10	GEW	E9	7	5	SC	96	4	0	0	0	87	0	87	0	0	0	1	0
10	GEW	F9	7	5	TD	96	4	0	5	0	58	0	63	0	0.079365079	0	0.920634921	0
10	GEW	B10	7	5	CR	96	4	0	26	0	39	0	65	0	0.4	0	0.6	0
10	GEW	C10	7	5	HU	96	4	0	28	0	36	0	64	0	0.4375	0	0.5625	0
10	GEW	D10	7	5	MP	96	4	0	1	0	94	0	95	0	0.010526316	0	0.989473684	0
10	GEW	E10	7	5	SC	96	4	0	2	0	72	0	74	0	0.027027027	0	0.972972973	0
10	GEW	F10	7	5	TD	96	4	0	1	0	77	0	78	0	0.012820513	0	0.987179487	0
9	GEW	B2	1	0	CR	96	5	18	1	0	0	0	19	0.947368421	0.052631579	0	0	0
9	GEW	C2	1	0	HU	96	5	0	129	0	0	0	129	0	1	0	0	0
9	GEW	D2	1	0	MP	96	5	0	0	9	0	0	9	0	0	1	0	0
9	GEW	E2	1	0	SC	96	5	0	3	0	54	0	57	0	0.052631579	0	0.947368421	0
9	GEW	F2	1	0	TD	96	5	0	2	0	0	87	89	0	0.02247191	0	0	0.97752809
9	GEW	B3	1	0	CR	96	5	46	4	0	0	0	50	0.92	0.08	0	0	0
9	GEW	C3	1	0	HU	96	5	0	93	0	0	0	93	0	1	0	0	0
9	GEW	D3	1	0	MP	96	5	0	0	6	0	0	6	0	0	1	0	0
9	GEW	E3	1	0	SC	96	5	0	0	0	38	0	38	0	0	0	1	0
9	GEW	F3	1	0	TD	96	5	0	0	0	2	125	127	0	0	0	0.015748031	0.984251969
9	GEW	B4	1	0	CR	96	5	24	5	0	0	0	29	0.827586207	0.172413793	0	0	0
9	GEW	C4	1	0	HU	96	5	0	112	0	0	0	112	0	1	0	0	0
9	GEW	D4	1	0	MP	96	5	0	0	4	0	0	4	0	0	1	0	0
9	GEW	E4	1	0	SC	96	5	0	0	0	50	0	50	0	0	0	1	0
9	GEW	F4	1	0	TD	96	5	0	0	0	0	53	53	0	0	0	0	1
9	GEW	B5	1	2	CR	96	5	22	2	0	0	0	24	0.916666667	0.083333333	0	0	0
9	GEW	C5	1	2	HU	96	5	0	113	0	0	0	113	0	1	0	0	0
9	GEW	D5	1	2	MP	96	5	0	0	1	0	0	1	0	0	1	0	0
9	GEW	E5	1	2	SC	96	5	0	0	0	30	0	30	0	0	0	1	0
9	GEW	F5	1	2	TD	96	5	0	0	0	0	46	46	0	0	0	0	1
9	GEW	B6	1	2	CR	96	5	20	2	0	0	0	22	0.909090909	0.090909091	0	0	0
9	GEW	C6	1	2	HU	96	5	0	42	0	0	0	42	0	1	0	0	0
9	GEW	D6	1	2	MP	96	5	0	0	2	0	0	2	0	0	1	0	0
9	GEW	E6	1	2	SC	96	5	0	0	0	34	0	34	0	0	0	1	0
9	GEW	F6	1	2	TD	96	5	0	0	0	0	29	29	0	0	0	0	1
9	GEW	B7	1	2	CR	96	5	17	1	0	0	0	18	0.944444444	0.055555556	0	0	0
9	GEW	C7	1	2	HU	96	5	0	20	0	0	0	20	0	1	0	0	0
9	GEW	D7	1	2	MP	96	5	0	0	4	0	0	4	0	0	1	0	0
9	GEW	E7	1	2	SC	96	5	0	0	0	25	0	25	0	0	0	1	0
9	GEW	F7	1	2	TD	96	5	0	0	0	0	45	45	0	0	0	0	1
9	GEW	B8	1	5	CR	96	4	45	0	0	6	0	51	0.882352941	0	0	0.117647059	0
9	GEW	C8	1	5	HU	96	4	0	6	0	0	0	6	0	1	0	0	0
9	GEW	D8	1	5	MP	96	4	0	0	10	4	0	14	0	0	0.714285714	0.285714286	0
9	GEW	E8	1	5	SC	96	5	0	0	0	40	0	40	0	0	0	1	0
9	GEW	F8	1	5	TD	96	5	0	0	0	0	22	22	0	0	0	0	1
9	GEW	B9	1	5	CR	96	4	19	0	0	0	0	19	1	0	0	0	0
9	GEW	C9	1	5	HU	96	4	0	0	0	3	0	3	0	0	0	1	0
9	GEW	D9	1	5	MP	96	4	0	0	10	0	0	10	0	0	1	0	0
9	GEW	E9	1	5	SC	96	5	0	0	0	40	0	40	0	0	0	1	0
9	GEW	F9	1	5	TD	96	5	0	0	0	0	2	2	0	0	0	0	1
9	GEW	B10	1	5	CR	96	4	32	0	0	7	0	39	0.820512821	0	0	0.179487179	0
9	GEW	C10	1	5	HU	96	4	0	0	0	1	0	1	0	0	0	1	0
9	GEW	D10	1	5	MP	96	4	0	0	7	3	0	10	0	0	0.7	0.3	0
9	GEW	E10	1	5	SC	96	5	0	0	0	52	0	52	0	0	0	1	0
9	GEW	F10	1	5	TD	96	5	0	0	0	1	23	24	0	0	0	0.041666667	0.958333333
9	GEW	B2	3	0	CR	96	5	5	97	0	20	0	122	0.040983607	0.795081967	0	0.163934426	0
9	GEW	C2	3	0	HU	96	5	0	180	0	0	0	180	0	1	0	0	0
9	GEW	D2	3	0	MP	96	5	0	0	12	0	0	12	0	0	1	0	0
9	GEW	E2	3	0	SC	96	5	0	60	0	47	0	107	0	0.560747664	0	0.439252336	0
9	GEW	F2	3	0	TD	96	5	0	0	0	0	90	90	0	0	0	0	1
9	GEW	B3	3	0	CR	96	5	6	103	0	17	0	126	0.047619048	0.817460317	0	0.134920635	0
9	GEW	C3	3	0	HU	96	5	0	74	0	1	0	75	0	0.986666667	0	0.013333333	0
9	GEW	D3	3	0	MP	96	5	0	0	10	0	0	10	0	0	1	0	0
9	GEW	E3	3	0	SC	96	5	0	52	0	41	0	93	0	0.559139785	0	0.440860215	0
9	GEW	F3	3	0	TD	96	5	0	0	0	0	37	37	0	0	0	0	1
9	GEW	B4	3	0	CR	96	5	2	61	0	26	0	89	0.02247191	0.685393258	0	0.292134831	0
9	GEW	C4	3	0	HU	96	5	0	102	0	8	0	110	0	0.927272727	0	0.072727273	0
9	GEW	D4	3	0	MP	96	5	0	0	11	0	0	11	0	0	1	0	0
9	GEW	E4	3	0	SC	96	5	0	46	0	60	0	106	0	0.433962264	0	0.566037736	0
9	GEW	F4	3	0	TD	96	5	0	0	0	0	75	75	0	0	0	0	1
9	GEW	B5	3	2	CR	96	5	1	73	0	23	0	97	0.010309278	0.75257732	0	0.237113402	0
9	GEW	C5	3	2	HU	96	5	0	69	0	8	0	77	0	0.896103896	0	0.103896104	0
9	GEW	D5	3	2	MP	96	5	0	0	3	0	0	3	0	0	1	0	0
9	GEW	E5	3	2	SC	96	5	0	12	0	66	0	78	0	0.153846154	0	0.846153846	0
9	GEW	F5	3	2	TD	96	5	0	0	0	0	59	59	0	0	0	0	1
9	GEW	B6	3	2	CR	96	5	0	37	0	25	0	62	0	0.596774194	0	0.403225806	0
9	GEW	C6	3	2	HU	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
9	GEW	D6	3	2	MP	96	5	0	0	7	0	0	7	0	0	1	0	0
9	GEW	E6	3	2	SC	96	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
