Well	TP	OD	SP	ABV	InitialOD	Hour	Plate	GR	SP_ABV
F1	TP 184	0.012000002	CR	3	2.80E-05	30.50347222	D3	0.198680909	CR_3
F1	TP 185	0.012800001	CR	3	2.80E-05	30.67016667	D3	0.199705338	CR_3
F1	TP 186	0.013000004	CR	3	2.80E-05	30.83686111	D3	0.199128582	CR_3
F1	TP 187	0.013599999	CR	3	2.80E-05	31.00355556	D3	0.199513262	CR_3
F3	TP 187	0.010400005	MP	3	8.00E-06	31.00355556	D3	0.231267668	MP_3
F1	TP 188	0.013999991	CR	3	2.80E-05	31.17022222	D3	0.199376425	CR_3
F3	TP 188	0.010799997	MP	3	8.00E-06	31.17022222	D3	0.23124184	MP_3
F1	TP 189	0.014500007	CR	3	2.80E-05	31.33691667	D3	0.1994357	CR_3
F3	TP 189	0.011200003	MP	3	8.00E-06	31.33691667	D3	0.231172323	MP_3
F1	TP 190	0.01510001	CR	3	2.80E-05	31.50358333	D3	0.199667641	CR_3
F3	TP 190	0.011500008	MP	3	8.00E-06	31.50358333	D3	0.230788397	MP_3
F1	TP 191	0.015699998	CR	3	2.80E-05	31.67027778	D3	0.199847042	CR_3
F3	TP 191	0.011800006	MP	3	8.00E-06	31.67027778	D3	0.230386795	MP_3
F1	TP 192	0.015899993	CR	3	2.80E-05	31.83697222	D3	0.19919826	CR_3
F3	TP 192	0.012000002	MP	3	8.00E-06	31.83697222	D3	0.229708419	MP_3
F1	TP 193	0.0167	CR	3	2.80E-05	32.00363889	D3	0.199694775	CR_3
F3	TP 193	0.012599997	MP	3	8.00E-06	32.00363889	D3	0.230036664	MP_3
F1	TP 194	0.017300002	CR	3	2.80E-05	32.17033333	D3	0.199757253	CR_3
F3	TP 194	0.012999997	MP	3	8.00E-06	32.17033333	D3	0.229816171	MP_3
G2	TP 194	0.010399997	HU	4	4.80E-05	32.17033333	D3	0.167183838	HU_4
F1	TP 195	0.018100001	CR	3	2.80E-05	32.33702778	D3	0.200125466	CR_3
F3	TP 195	0.013299994	MP	3	8.00E-06	32.33702778	D3	0.229337012	MP_3
G2	TP 195	0.010800004	HU	4	4.80E-05	32.33702778	D3	0.167489134	HU_4
F1	TP 196	0.018600009	CR	3	2.80E-05	32.50372222	D3	0.199937497	CR_3
F3	TP 196	0.013700001	MP	3	8.00E-06	32.50372222	D3	0.229072522	MP_3
G2	TP 196	0.011600003	HU	4	4.80E-05	32.50372222	D3	0.168828652	HU_4
F1	TP 197	0.019099995	CR	3	2.80E-05	32.67038889	D3	0.199729452	CR_3
F3	TP 197	0.0141	MP	3	8.00E-06	32.67038889	D3	0.228784805	MP_3
G2	TP 197	0.012699999	HU	4	4.80E-05	32.67038889	D3	0.170740428	HU_4
F1	TP 198	0.019900009	CR	3	2.80E-05	32.83708333	D3	0.199965109	CR_3
F3	TP 198	0.014699996	MP	3	8.00E-06	32.83708333	D3	0.228892464	MP_3
G2	TP 198	0.013499998	HU	4	4.80E-05	32.83708333	D3	0.171734003	HU_4
F3	TP 199	0.015199997	MP	3	8.00E-06	33.00375	D3	0.228750034	MP_3
G2	TP 199	0.013900004	HU	4	4.80E-05	33.00375	D3	0.171751495	HU_4
G11	TP 199	0.010300003	TD	4	5.70E-05	33.00375	D3	0.157462355	TD_4
F3	TP 200	0.015600003	MP	3	8.00E-06	33.17044444	D3	0.22838358	MP_3
G2	TP 200	0.014600001	HU	4	4.80E-05	33.17044444	D3	0.172369589	HU_4
G11	TP 200	0.010599993	TD	4	5.70E-05	33.17044444	D3	0.15753655	TD_4
F3	TP 201	0.015999995	MP	3	8.00E-06	33.33713889	D3	0.228001035	MP_3
G2	TP 201	0.015600003	HU	4	4.80E-05	33.33713889	D3	0.173494954	HU_4
G11	TP 201	0.011100002	TD	4	5.70E-05	33.33713889	D3	0.158131425	TD_4
F3	TP 202	0.016599998	MP	3	8.00E-06	33.50383333	D3	0.227965446	MP_3
G2	TP 202	0.016799994	HU	4	4.80E-05	33.50383333	D3	0.174843658	HU_4
G11	TP 202	0.011599995	TD	4	5.70E-05	33.50383333	D3	0.158659716	TD_4
F3	TP 203	0.01730001	MP	3	8.00E-06	33.6705	D3	0.228063759	MP_3
G2	TP 203	0.017699994	HU	4	4.80E-05	33.6705	D3	0.175528091	HU_4
G11	TP 203	0.0119	TD	4	5.70E-05	33.6705	D3	0.158632703	TD_4
F3	TP 204	0.017999999	MP	3	8.00E-06	33.83719444	D3	0.228112454	MP_3
G2	TP 204	0.018100008	HU	4	4.80E-05	33.83719444	D3	0.175323834	HU_4
G11	TP 204	0.012400001	TD	4	5.70E-05	33.83719444	D3	0.159067579	TD_4
F3	TP 205	0.018300004	MP	3	8.00E-06	34.00388889	D3	0.227480305	MP_3
G2	TP 205	0.019100003	HU	4	4.80E-05	34.00388889	D3	0.176045827	HU_4
G11	TP 205	0.012800001	TD	4	5.70E-05	34.00388889	D3	0.159221472	TD_4
F3	TP 206	0.0189	MP	3	8.00E-06	34.17055556	D3	0.227314877	MP_3
G5	TP 206	0.0101	TD	4	6.40E-05	34.17055556	D3	0.148121899	TD_4
G11	TP 206	0.013300009	TD	4	5.70E-05	34.17055556	D3	0.159566289	TD_4
F3	TP 207	0.019599997	MP	3	8.00E-06	34.33725	D3	0.227270475	MP_3
G5	TP 207	0.010499999	TD	4	6.40E-05	34.33725	D3	0.148533949	TD_4
G11	TP 207	0.013899997	TD	4	5.70E-05	34.33725	D3	0.16007667	TD_4
G5	TP 208	0.011100002	TD	4	6.40E-05	34.50394444	D3	0.1494269	TD_4
G11	TP 208	0.014399998	TD	4	5.70E-05	34.50394444	D3	0.160327527	TD_4
G5	TP 209	0.011400007	TD	4	6.40E-05	34.67061111	D3	0.149477785	TD_4
G11	TP 209	0.014899999	TD	4	5.70E-05	34.67061111	D3	0.160541305	TD_4
G5	TP 210	0.011799999	TD	4	6.40E-05	34.83730556	D3	0.149752443	TD_4
G11	TP 210	0.015500002	TD	4	5.70E-05	34.83730556	D3	0.160906363	TD_4
G5	TP 211	0.012400009	TD	4	6.40E-05	35.004	D3	0.150456216	TD_4
G11	TP 211	0.015999995	TD	4	5.70E-05	35.004	D3	0.161047093	TD_4
G5	TP 212	0.012799993	TD	4	6.40E-05	35.17066667	D3	0.150645903	TD_4
G11	TP 212	0.0167	TD	4	5.70E-05	35.17066667	D3	0.161501423	TD_4
H2	TP 212	0.010200001	HU	5	2.10E-05	35.17066667	D3	0.175874422	HU_5
G5	TP 213	0.013399996	TD	4	6.40E-05	35.33736111	D3	0.151231626	TD_4
G11	TP 213	0.017099999	TD	4	5.70E-05	35.33736111	D3	0.161409404	TD_4
H2	TP 213	0.010499999	HU	5	2.10E-05	35.33736111	D3	0.175865084	HU_5
G5	TP 214	0.013800003	TD	4	6.40E-05	35.50405556	D3	0.151350061	TD_4
G11	TP 214	0.017800003	TD	4	5.70E-05	35.50405556	D3	0.161781593	TD_4
H2	TP 214	0.011	HU	5	2.10E-05	35.50405556	D3	0.17634966	HU_5
G5	TP 215	0.014400005	TD	4	6.40E-05	35.67072222	D3	0.151836028	TD_4
G11	TP 215	0.0185	TD	4	5.70E-05	35.67072222	D3	0.162107028	TD_4
H2	TP 215	0.011799999	HU	5	2.10E-05	35.67072222	D3	0.177493806	HU_5
G5	TP 216	0.015000001	TD	4	6.40E-05	35.83741667	D3	0.152268856	TD_4
G11	TP 216	0.019299999	TD	4	5.70E-05	35.83741667	D3	0.162534289	TD_4
H2	TP 216	0.012200005	HU	5	2.10E-05	35.83741667	D3	0.177598438	HU_5
G5	TP 217	0.015399992	TD	4	6.40E-05	36.00411111	D3	0.152294809	TD_4
G11	TP 217	0.019900009	TD	4	5.70E-05	36.00411111	D3	0.1626321	TD_4
H2	TP 217	0.012800001	HU	5	2.10E-05	36.00411111	D3	0.178109606	HU_5
G1	TP 218	0.010200001	CR	4	2.30E-05	36.17080556	D3	0.168496355	CR_4
G5	TP 218	0.016199999	TD	4	6.40E-05	36.17080556	D3	0.152993091	TD_4
H2	TP 218	0.013399996	HU	5	2.10E-05	36.17080556	D3	0.17855525	HU_5
G1	TP 219	0.010399997	CR	4	2.30E-05	36.33747222	D3	0.168257895	CR_4
G5	TP 219	0.016599998	TD	4	6.40E-05	36.33747222	D3	0.152962615	TD_4
H2	TP 219	0.013900004	HU	5	2.10E-05	36.33747222	D3	0.178744464	HU_5
H11	TP 219	0.010300003	TD	5	5.40E-05	36.33747222	D3	0.144504147	TD_5
G1	TP 220	0.010700002	CR	4	2.30E-05	36.50416667	D3	0.1682686	CR_4
G5	TP 220	0.017199993	TD	4	6.40E-05	36.50416667	D3	0.153236786	TD_4
H2	TP 220	0.014700003	HU	5	2.10E-05	36.50416667	D3	0.179461172	HU_5
H11	TP 220	0.010600001	TD	5	5.40E-05	36.50416667	D3	0.144630758	TD_5
G1	TP 221	0.011199996	CR	4	2.30E-05	36.67086111	D3	0.168749091	CR_4
G5	TP 221	0.017900005	TD	4	6.40E-05	36.67086111	D3	0.153628058	TD_4
H2	TP 221	0.0154	HU	5	2.10E-05	36.67086111	D3	0.179913974	HU_5
H11	TP 221	0.011100002	TD	5	5.40E-05	36.67086111	D3	0.1452302	TD_5
G1	TP 222	0.011599995	CR	4	2.30E-05	36.83752778	D3	0.168938203	CR_4
G3	TP 222	0.010600001	MP	4	6.00E-06	36.83752778	D3	0.202968286	MP_4
G5	TP 222	0.018699996	TD	4	6.40E-05	36.83752778	D3	0.154119884	TD_4
H2	TP 222	0.016100004	HU	5	2.10E-05	36.83752778	D3	0.180306681	HU_5
H11	TP 222	0.011399999	TD	5	5.40E-05	36.83752778	D3	0.145297061	TD_5
G1	TP 223	0.0119	CR	4	2.30E-05	37.00422222	D3	0.168867202	CR_4
G3	TP 223	0.010700002	MP	4	6.00E-06	37.00422222	D3	0.202307718	MP_4
G5	TP 223	0.019200005	TD	4	6.40E-05	37.00422222	D3	0.1541387	TD_4
H2	TP 223	0.016399994	HU	5	2.10E-05	37.00422222	D3	0.179993348	HU_5
H11	TP 223	0.0119	TD	5	5.40E-05	37.00422222	D3	0.145802542	TD_5
G1	TP 224	0.0123	CR	4	2.30E-05	37.17091667	D3	0.168999338	CR_4
G3	TP 224	0.010899991	MP	4	6.00E-06	37.17091667	D3	0.201898646	MP_4
G5	TP 224	0.019799992	TD	4	6.40E-05	37.17091667	D3	0.154275285	TD_4
H2	TP 224	0.01730001	HU	5	2.10E-05	37.17091667	D3	0.180623469	HU_5
H11	TP 224	0.0123	TD	5	5.40E-05	37.17091667	D3	0.146038111	TD_5
G1	TP 225	0.012699991	CR	4	2.30E-05	37.33758333	D3	0.169102063	CR_4
G3	TP 225	0.011399999	MP	4	6.00E-06	37.33758333	D3	0.202198654	MP_4
H2	TP 225	0.018200003	HU	5	2.10E-05	37.33758333	D3	0.18117548	HU_5
H11	TP 225	0.012700006	TD	5	5.40E-05	37.33758333	D3	0.146243362	TD_5
G1	TP 226	0.013299994	CR	4	2.30E-05	37.50427778	D3	0.169581313	CR_4
G3	TP 226	0.012000002	MP	4	6.00E-06	37.50427778	D3	0.202667618	MP_4
H2	TP 226	0.018999994	HU	5	2.10E-05	37.50427778	D3	0.1815172	HU_5
H11	TP 226	0.013300002	TD	5	5.40E-05	37.50427778	D3	0.146824195	TD_5
G1	TP 227	0.013599999	CR	4	2.30E-05	37.67097222	D3	0.169423044	CR_4
G3	TP 227	0.012499996	MP	4	6.00E-06	37.67097222	D3	0.202854443	MP_4
H2	TP 227	0.019199997	HU	5	2.10E-05	37.67097222	D3	0.180991957	HU_5
H11	TP 227	0.013700001	TD	5	5.40E-05	37.67097222	D3	0.14696109	TD_5
G1	TP 228	0.014100008	CR	4	2.30E-05	37.83763889	D3	0.169630997	CR_4
G3	TP 228	0.012800001	MP	4	6.00E-06	37.83763889	D3	0.202587721	MP_4
H11	TP 228	0.014200002	TD	5	5.40E-05	37.83763889	D3	0.147261127	TD_5
G1	TP 229	0.014599994	CR	4	2.30E-05	38.00433333	D3	0.169803851	CR_4
G3	TP 229	0.0132	MP	4	6.00E-06	38.00433333	D3	0.202508818	MP_4
H5	TP 229	0.010199994	TD	5	3.30E-05	38.00433333	D3	0.150867923	TD_5
H11	TP 229	0.01470001	TD	5	5.40E-05	38.00433333	D3	0.147525794	TD_5
G1	TP 230	0.015100002	CR	4	2.30E-05	38.17102778	D3	0.169944493	CR_4
G3	TP 230	0.013599992	MP	4	6.00E-06	38.17102778	D3	0.202406523	MP_4
H5	TP 230	0.010699995	TD	5	3.30E-05	38.17102778	D3	0.151462806	TD_5
H11	TP 230	0.015200004	TD	5	5.40E-05	38.17102778	D3	0.147757796	TD_5
G1	TP 231	0.015700005	CR	4	2.30E-05	38.33772222	D3	0.170221957	CR_4
G3	TP 231	0.014399998	MP	4	6.00E-06	38.33772222	D3	0.203017379	MP_4
H5	TP 231	0.011	TD	5	3.30E-05	38.33772222	D3	0.151525512	TD_5
H11	TP 231	0.015900001	TD	5	5.40E-05	38.33772222	D3	0.148289728	TD_5
G1	TP 232	0.016099997	CR	4	2.30E-05	38.50438889	D3	0.17013853	CR_4
G3	TP 232	0.014800005	MP	4	6.00E-06	38.50438889	D3	0.202850208	MP_4
H5	TP 232	0.011500001	TD	5	3.30E-05	38.50438889	D3	0.152024094	TD_5
H11	TP 232	0.016399994	TD	5	5.40E-05	38.50438889	D3	0.148451966	TD_5
G1	TP 233	0.016600005	CR	4	2.30E-05	38.67108333	D3	0.17019601	CR_4
G3	TP 233	0.015199997	MP	4	6.00E-06	38.67108333	D3	0.202665411	MP_4
H5	TP 233	0.011899993	TD	5	3.30E-05	38.67108333	D3	0.152252924	TD_5
H11	TP 233	0.016800001	TD	5	5.40E-05	38.67108333	D3	0.148435205	TD_5
G1	TP 234	0.017199993	CR	4	2.30E-05	38.83777778	D3	0.170379729	CR_4
G3	TP 234	0.015699998	MP	4	6.00E-06	38.83777778	D3	0.202628905	MP_4
H5	TP 234	0.012299992	TD	5	3.30E-05	38.83777778	D3	0.152450698	TD_5
H11	TP 234	0.017399997	TD	5	5.40E-05	38.83777778	D3	0.14870164	TD_5
G1	TP 235	0.017700002	CR	4	2.30E-05	39.00444444	D3	0.170386372	CR_4
G3	TP 235	0.016200006	MP	4	6.00E-06	39.00444444	D3	0.202566849	MP_4
H5	TP 235	0.012599997	TD	5	3.30E-05	39.00444444	D3	0.1524171	TD_5
H11	TP 235	0.017999999	TD	5	5.40E-05	39.00444444	D3	0.148935411	TD_5
G1	TP 236	0.018300004	CR	4	2.30E-05	39.17113889	D3	0.170512335	CR_4
G3	TP 236	0.016899996	MP	4	6.00E-06	39.17113889	D3	0.202784739	MP_4
H5	TP 236	0.0132	TD	5	3.30E-05	39.17113889	D3	0.152956098	TD_5
H11	TP 236	0.018600002	TD	5	5.40E-05	39.17113889	D3	0.149138705	TD_5
G1	TP 237	0.018799998	CR	4	2.30E-05	39.33783333	D3	0.170475017	CR_4
G3	TP 237	0.017400004	MP	4	6.00E-06	39.33783333	D3	0.202666633	MP_4
H5	TP 237	0.013700001	TD	5	3.30E-05	39.33783333	D3	0.153253067	TD_5
H11	TP 237	0.019299999	TD	5	5.40E-05	39.33783333	D3	0.149445858	TD_5
G1	TP 238	0.019500002	CR	4	2.30E-05	39.5045	D3	0.170681205	CR_4
G3	TP 238	0.018099993	MP	4	6.00E-06	39.5045	D3	0.202809993	MP_4
H5	TP 238	0.014200002	TD	5	3.30E-05	39.5045	D3	0.153513899	TD_5
H11	TP 238	0.019900002	TD	5	5.40E-05	39.5045	D3	0.149590326	TD_5
G1	TP 239	0.019899994	CR	4	2.30E-05	39.67119444	D3	0.170475848	CR_4
G3	TP 239	0.018399999	MP	4	6.00E-06	39.67119444	D3	0.202372187	MP_4
H5	TP 239	0.014700003	TD	5	3.30E-05	39.67119444	D3	0.153741159	TD_5
G3	TP 240	0.019099995	MP	4	6.00E-06	39.83788889	D3	0.202462634	MP_4
H3	TP 240	0.010399997	MP	5	1.10E-05	39.83788889	D3	0.171988671	MP_5
H5	TP 240	0.015199997	TD	5	3.30E-05	39.83788889	D3	0.153937447	TD_5
G3	TP 241	0.019900002	MP	4	6.00E-06	40.00458333	D3	0.202644671	MP_4
H3	TP 241	0.010700002	MP	5	1.10E-05	40.00458333	D3	0.171982893	MP_5
H5	TP 241	0.015699998	TD	5	3.30E-05	40.00458333	D3	0.154105049	TD_5
H3	TP 242	0.011100002	MP	5	1.10E-05	40.17125	D3	0.172182973	MP_5
H5	TP 242	0.016099997	TD	5	3.30E-05	40.17125	D3	0.154091964	TD_5
H3	TP 243	0.011300005	MP	5	1.10E-05	40.33794444	D3	0.171914144	MP_5
H5	TP 243	0.016700007	TD	5	3.30E-05	40.33794444	D3	0.154362275	TD_5
H3	TP 244	0.011699997	MP	5	1.10E-05	40.50461111	D3	0.17206556	MP_5
H5	TP 244	0.017300002	TD	5	3.30E-05	40.50461111	D3	0.154598555	TD_5
H3	TP 245	0.012100004	MP	5	1.10E-05	40.67130556	D3	0.172186894	MP_5
H5	TP 245	0.017799996	TD	5	3.30E-05	40.67130556	D3	0.154665454	TD_5
H3	TP 246	0.012599997	MP	5	1.10E-05	40.838	D3	0.172475552	MP_5
H5	TP 246	0.018400006	TD	5	3.30E-05	40.838	D3	0.154845945	TD_5
H3	TP 247	0.013000004	MP	5	1.10E-05	41.00466667	D3	0.172536695	MP_5
H5	TP 247	0.019100003	TD	5	3.30E-05	41.00466667	D3	0.155127129	TD_5
H3	TP 248	0.013300002	MP	5	1.10E-05	41.17136111	D3	0.172392264	MP_5
H5	TP 248	0.019500002	TD	5	3.30E-05	41.17136111	D3	0.155002461	TD_5
H3	TP 249	0.013799995	MP	5	1.10E-05	41.33805556	D3	0.172589836	MP_5
H3	TP 250	0.014200002	MP	5	1.10E-05	41.50475	D3	0.172585116	MP_5
H3	TP 251	0.014700003	MP	5	1.10E-05	41.67141667	D3	0.172725294	MP_5
H3	TP 252	0.015100002	MP	5	1.10E-05	41.83811111	D3	0.172678802	MP_5
H3	TP 253	0.015600003	MP	5	1.10E-05	42.00480556	D3	0.172769069	MP_5
H3	TP 254	0.016100004	MP	5	1.10E-05	42.17147222	D3	0.172834363	MP_5
H3	TP 255	0.0167	MP	5	1.10E-05	42.33816667	D3	0.173018089	MP_5
H3	TP 256	0.017200001	MP	5	1.10E-05	42.50486111	D3	0.173033607	MP_5
H3	TP 257	0.017800003	MP	5	1.10E-05	42.67152778	D3	0.173161333	MP_5
H3	TP 258	0.018400006	MP	5	1.10E-05	42.83822222	D3	0.173261415	MP_5
H3	TP 259	0.019000001	MP	5	1.10E-05	43.00491667	D3	0.173335972	MP_5
H3	TP 260	0.019599997	MP	5	1.10E-05	43.17158333	D3	0.173386955	MP_5
